,Unnamed: 0,jogador_id,partida_id,tipo
320,11627,8470617,2010021026,ASSISTENCIA
321,1972,8475176,2013020369,ASSISTENCIA
322,13022,8473914,2010020384,ASSISTENCIA
323,10672,8466142,2010020464,GOL
324,7755,8476431,2015021011,ASSISTENCIA
325,8172,8474034,2015020755,ASSISTENCIA
326,5119,8476925,2016021114,GOL
327,4102,8475178,2014020867,GOL
328,3484,8475727,2014021142,GOL
329,10051,8476381,2018020846,GOL
330,12781,8470063,2010020434,ASSISTENCIA
331,10406,8471214,2010020943,GOL
332,4915,8476456,2015021157,GOL
333,6036,8474579,2017020015,ASSISTENCIA
334,9608,8473573,2018020438,GOL
335,12240,8466215,2010020205,GOL
336,6339,8468535,2015021026,ASSISTENCIA
337,11550,8471276,2011020329,ASSISTENCIA
338,10682,8469470,2010020464,ASSISTENCIA
339,856,8464989,2013021217,ASSISTENCIA
340,3183,8476462,2014020172,ASSISTENCIA
341,6567,8474870,2017020282,ASSISTENCIA
342,12413,8471685,2010020535,ASSISTENCIA
343,11729,8471669,2011020796,ASSISTENCIA
344,13199,8470852,2010021218,ASSISTENCIA
345,2713,8469462,2013020086,ASSISTENCIA
346,10130,8475794,2018020923,GOL
347,3510,8470257,2014021032,GOL
348,2754,8467407,2013020657,ASSISTENCIA
349,10093,8478427,2018020899,ASSISTENCIA
350,11458,8468504,2010020598,ASSISTENCIA
351,12082,8471958,2011020879,ASSISTENCIA
352,5137,8475167,2017020638,GOL
353,223,8468611,2011030127,GOL
354,10575,8475753,2011020634,ASSISTENCIA
355,1120,8473512,2013020474,GOL
356,4002,8474520,2014020959,ASSISTENCIA
357,13435,8469626,2010020610,ASSISTENCIA
358,8090,8476856,2016020965,ASSISTENCIA
359,8726,8478401,2016020310,GOL
360,9775,8479407,2018020600,ASSISTENCIA
361,13292,8470616,2010020504,ASSISTENCIA
362,4364,8471242,2014020657,ASSISTENCIA
363,13520,8473534,2011020124,GOL
364,2085,8475193,2013020668,GOL
365,8237,8478483,2017020516,ASSISTENCIA
366,4620,8477018,2016020531,ASSISTENCIA
367,4381,8470828,2014020125,ASSISTENCIA
368,12621,8468172,2011020619,GOL
369,7066,8470600,2017020674,ASSISTENCIA
370,12242,8466035,2010020205,GOL
371,2362,8475726,2013020884,ASSISTENCIA
372,1811,8476195,2013020166,ASSISTENCIA
373,5371,8470358,2015020116,ASSISTENCIA
374,3523,8476549,2014020767,ASSISTENCIA
375,2731,8471657,2013020332,GOL
376,2456,8473962,2012020007,ASSISTENCIA
377,6595,8474190,2016021208,ASSISTENCIA
378,2979,8468504,2014021044,ASSISTENCIA
379,8662,8475178,2017021216,ASSISTENCIA
380,6115,8476438,2015021090,ASSISTENCIA
381,12868,8467423,2011020734,GOL
382,4950,8465009,2017020824,GOL
383,6381,8474053,2015020892,GOL
384,3357,8471214,2014020832,GOL
385,1217,8474739,2012020127,ASSISTENCIA
386,4953,8473994,2015020169,GOL
387,12109,8475175,2011020662,ASSISTENCIA
388,7843,8467875,2015020219,GOL
389,1484,8475745,2013020322,ASSISTENCIA
390,11586,8471794,2010020347,GOL
391,5860,8467514,2015020421,ASSISTENCIA
392,13271,8467396,2010020832,ASSISTENCIA
393,4520,8470794,2014020979,ASSISTENCIA
394,4030,8468513,2014020599,ASSISTENCIA
395,13099,8466251,2010020699,GOL
396,3943,8474739,2014020040,ASSISTENCIA
397,8367,8470966,2016020623,ASSISTENCIA
398,6710,8476879,2015020294,ASSISTENCIA
399,4789,8470144,2015020071,GOL
400,2406,8471476,2013020364,ASSISTENCIA
401,6605,8471215,2016020517,ASSISTENCIA
402,11674,8471323,2010021033,GOL
403,4236,8470151,2014021066,ASSISTENCIA
404,12585,8460542,2010020880,ASSISTENCIA
405,10129,8477406,2018020923,ASSISTENCIA
406,8341,8476850,2015020426,ASSISTENCIA
407,10709,8471675,2010020238,GOL
408,926,8469459,2012020318,ASSISTENCIA
409,11599,8471362,2011020723,ASSISTENCIA
410,10451,8470201,2010020589,ASSISTENCIA
411,8705,8469521,2016020485,GOL
412,12601,8470775,2011020029,GOL
413,4416,8469466,2014021087,ASSISTENCIA
414,10532,8476381,2011020708,ASSISTENCIA
415,9631,8479395,2018020462,GOL
416,13259,8471851,2010021029,ASSISTENCIA
417,1989,8468542,2013021191,ASSISTENCIA
418,5550,8478402,2016020928,ASSISTENCIA
419,9298,8474564,2018020110,ASSISTENCIA
420,9210,8477998,2018020029,GOL
421,3945,8470794,2014020040,GOL
422,2271,8474605,2012020586,ASSISTENCIA
423,13379,8474001,2011020596,GOL
424,2114,8474068,2013020615,ASSISTENCIA
425,1499,8474683,2013020322,ASSISTENCIA
426,4353,8469623,2014020157,GOL
427,6305,8475768,2016021095,ASSISTENCIA
428,7433,8479442,2017020044,ASSISTENCIA
429,9508,8470600,2018020327,ASSISTENCIA
430,3977,8474190,2014021078,ASSISTENCIA
431,10526,8467878,2010021036,ASSISTENCIA
432,2890,8468064,2013021158,ASSISTENCIA
433,13400,8466148,2011020555,GOL
434,3234,8476439,2014020553,GOL
435,5215,8465058,2015021126,ASSISTENCIA
436,3972,8474161,2014021078,ASSISTENCIA
437,2460,8474564,2012020007,ASSISTENCIA
438,5570,8476455,2015020611,GOL
439,1748,8475167,2013020762,ASSISTENCIA
440,5452,8477956,2017020983,ASSISTENCIA
441,4550,8476177,2016020246,ASSISTENCIA
442,10666,8460496,2010020464,GOL
443,12261,8467370,2011020729,GOL
444,6976,8477205,2015020397,ASSISTENCIA
445,5758,8477497,2016020480,ASSISTENCIA
446,7389,8475855,2017021137,GOL
447,11409,8471215,2011020463,GOL
448,3656,8471346,2014020177,GOL
449,4971,8475848,2017020109,GOL
450,518,8476889,2015030234,GOL
451,4820,8475176,2017020823,ASSISTENCIA
452,4345,8476207,2014020157,ASSISTENCIA
453,475,8466139,2013030182,ASSISTENCIA
454,5638,8474068,2017021165,GOL
455,13899,8470613,2018030241,ASSISTENCIA
456,7451,8475158,2016020382,ASSISTENCIA
457,5003,8477476,2016021206,ASSISTENCIA
458,7811,8473563,2015020685,GOL
459,9306,8475745,2018020110,GOL
460,2562,8469465,2013020654,ASSISTENCIA
461,8356,8471226,2015020426,ASSISTENCIA
462,7479,8476461,2017020618,GOL
463,4683,8475166,2015021099,GOL
464,4367,8475218,2014020657,GOL
465,6359,8471346,2016021113,ASSISTENCIA
466,1607,8470543,2012020369,GOL
467,6599,8471675,2016020517,ASSISTENCIA
468,1434,8471215,2012020095,GOL
469,9139,8476346,2018020003,ASSISTENCIA
470,12933,8471794,2010020295,ASSISTENCIA
471,6842,8466138,2017020538,ASSISTENCIA
472,293,8462129,2013030325,GOL
473,712,8466393,2012020212,GOL
474,10058,8470607,2018020857,ASSISTENCIA
475,5517,8470613,2017020438,GOL
476,13141,8471504,2010021006,GOL
477,10118,8474600,2018020923,GOL
478,7001,8471232,2016020612,ASSISTENCIA
479,9472,8478460,2018020297,GOL
480,6602,8474009,2016020517,ASSISTENCIA
481,8161,8471709,2015020755,ASSISTENCIA
482,4406,8475906,2014021087,ASSISTENCIA
483,4615,8475181,2015020646,GOL
484,3372,8473419,2014020248,ASSISTENCIA
485,8931,8475736,2017020052,ASSISTENCIA
486,6741,8470607,2016020737,ASSISTENCIA
487,3249,8470159,2014020187,GOL
488,1071,8470828,2013021163,GOL
489,3496,8471699,2014020168,ASSISTENCIA
490,1185,8466378,2013020893,GOL
491,8170,8473485,2015020755,ASSISTENCIA
492,10091,8475907,2018020899,GOL
493,13318,8468508,2011021031,ASSISTENCIA
494,5158,8471817,2017020881,GOL
495,2740,8474628,2013020332,GOL
496,3130,8476292,2014020560,ASSISTENCIA
497,3309,8473465,2014020146,ASSISTENCIA
498,1673,8473453,2013020908,ASSISTENCIA
499,7768,8475799,2016020083,ASSISTENCIA
500,1412,8474218,2013020352,ASSISTENCIA
501,13411,8475793,2011020625,ASSISTENCIA
502,3243,8471274,2014020553,ASSISTENCIA
503,5206,8473986,2016020294,GOL
504,8471,8471215,2017021253,ASSISTENCIA
505,13153,8469480,2010021006,ASSISTENCIA
506,6565,8476453,2017020282,ASSISTENCIA
507,3232,8469759,2014020553,ASSISTENCIA
508,13312,8467856,2010020504,ASSISTENCIA
509,8867,8476539,2017020135,GOL
510,9308,8470610,2018020110,GOL
511,4677,8475913,2015021099,GOL
512,3093,8471675,2014020406,ASSISTENCIA
513,4731,8473449,2015021204,ASSISTENCIA
514,13915,8476981,2018030215,ASSISTENCIA
515,12966,8468498,2010020335,ASSISTENCIA
516,11865,8470047,2010020703,ASSISTENCIA
517,4846,8471742,2015020268,ASSISTENCIA
518,2684,8475166,2012020493,GOL
519,13323,8475323,2011021031,GOL
520,1255,8474068,2012020407,ASSISTENCIA
521,7742,8469466,2015020689,GOL
522,12620,8470619,2011020619,ASSISTENCIA
523,1265,8467917,2012020407,ASSISTENCIA
524,13204,8475166,2010021218,ASSISTENCIA
525,9285,8475168,2018020107,GOL
526,10272,8471675,2018021003,GOL
527,4911,8474641,2015021157,ASSISTENCIA
528,411,8475917,2013030147,GOL
529,8581,8476879,2015020735,ASSISTENCIA
530,10736,8473563,2010020037,ASSISTENCIA
531,6467,8474068,2017021244,ASSISTENCIA
532,4783,8477958,2015020071,GOL
533,10227,8477444,2018020956,ASSISTENCIA
534,11682,8471311,2010021033,ASSISTENCIA
535,9391,8476792,2018020245,ASSISTENCIA
536,7405,8475462,2017021137,ASSISTENCIA
537,11014,8474189,2010020963,GOL
538,8804,8469770,2015020534,ASSISTENCIA
539,6823,8471685,2015021160,ASSISTENCIA
540,4874,8476958,2017020550,ASSISTENCIA
541,9601,8478439,2018020431,ASSISTENCIA
542,6883,8479343,2017021090,ASSISTENCIA
543,7398,8478439,2017021137,GOL
544,5095,8477494,2016020734,ASSISTENCIA
545,10872,8468508,2011021064,ASSISTENCIA
546,958,8470039,2012020262,ASSISTENCIA
547,13902,8474679,2018030241,GOL
548,12757,8465009,2011021169,ASSISTENCIA
549,13817,8475834,2018021271,ASSISTENCIA
550,3128,8475167,2014020560,GOL
551,2730,8470750,2013020332,ASSISTENCIA
552,9294,8476468,2018020110,ASSISTENCIA
553,329,8471215,2016030141,ASSISTENCIA
554,13374,8473446,2011020596,ASSISTENCIA
555,8110,8477402,2016020184,GOL
556,8401,8478146,2017021048,GOL
557,5237,8476480,2015020640,ASSISTENCIA
558,12626,8470834,2011021194,ASSISTENCIA
559,9515,8470610,2018020327,ASSISTENCIA
560,10568,8474590,2011020681,ASSISTENCIA
561,11600,8474581,2011020723,GOL
562,10839,8470613,2010020548,GOL
563,7754,8471232,2015021011,GOL
564,11455,8470257,2010020598,GOL
565,2078,8475223,2013020254,ASSISTENCIA
566,4111,8469500,2014020867,GOL
567,1850,8474564,2012020712,ASSISTENCIA
568,4716,8473994,2016021216,GOL
569,10866,8470121,2011021064,ASSISTENCIA
570,1252,8471670,2012020407,ASSISTENCIA
571,6843,8470613,2017020538,ASSISTENCIA
572,6831,8477937,2017020538,GOL
573,6073,8475191,2016021081,GOL
574,2620,8471733,2012020498,GOL
575,13819,8474230,2018021271,GOL
576,1103,8475171,2012020693,ASSISTENCIA
577,7336,8479398,2017020597,ASSISTENCIA
578,11152,8467371,2011020059,ASSISTENCIA
579,3402,8473564,2014020496,ASSISTENCIA
580,6014,8475314,2017020444,GOL
581,5348,8477496,2015020335,ASSISTENCIA
582,1094,8477215,2013021155,ASSISTENCIA
583,13476,8474157,2011020847,GOL
584,11478,8457981,2010020828,ASSISTENCIA
585,10352,8478099,2018021043,ASSISTENCIA
586,9429,8477846,2018020276,ASSISTENCIA
587,11767,8467371,2010020478,ASSISTENCIA
588,3235,8473994,2014020553,GOL
589,10759,8470798,2011021143,ASSISTENCIA
590,1360,8471693,2012020608,ASSISTENCIA
591,7297,8476191,2017021150,ASSISTENCIA
592,8157,8476892,2017020458,ASSISTENCIA
593,914,8474040,2012020318,GOL
594,3664,8476381,2014020177,ASSISTENCIA
595,3379,8475760,2014020541,GOL
596,5287,8476483,2017020315,GOL
597,12807,8470596,2011020616,GOL
598,6956,8475786,2016020710,GOL
599,9448,8476875,2018020296,ASSISTENCIA
600,6895,8470638,2016020615,ASSISTENCIA
601,4837,8474849,2015020268,ASSISTENCIA
602,4053,8475726,2014020118,ASSISTENCIA
603,7476,8474161,2017020618,ASSISTENCIA
604,2597,8468535,2012020498,GOL
605,13860,8476448,2018030187,GOL
606,10455,8471794,2010020589,ASSISTENCIA
607,11107,8474157,2011021008,GOL
608,1689,8475167,2012020068,GOL
609,12827,8474579,2011020766,ASSISTENCIA
610,5705,8462038,2016020835,ASSISTENCIA
611,215,8469454,2011030312,GOL
612,10040,8475166,2018020846,GOL
613,987,8475171,2013021183,GOL
614,5584,8477591,2017020194,ASSISTENCIA
615,1357,8471309,2012020608,GOL
616,4989,8469598,2017020109,ASSISTENCIA
617,2753,8469521,2013020657,GOL
618,3051,8471676,2014020089,ASSISTENCIA
619,1455,8473579,2012020036,ASSISTENCIA
620,8892,8473962,2015020455,ASSISTENCIA
621,6858,8477851,2017020599,GOL
622,12108,8475791,2011020662,GOL
623,234,8471724,2015030143,GOL
624,5703,8471691,2016020835,GOL
625,8978,8474586,2016021044,ASSISTENCIA
626,3316,8476455,2014020146,ASSISTENCIA
627,10032,8478440,2018020834,ASSISTENCIA
628,9982,8476885,2018020780,ASSISTENCIA
629,12304,8470621,2010020053,GOL
630,11941,8473546,2010021205,ASSISTENCIA
631,8624,8470602,2016020970,ASSISTENCIA
632,7481,8477290,2017020618,GOL
633,7114,8474627,2015021049,ASSISTENCIA
634,9109,8473604,2016021137,ASSISTENCIA
635,4104,8467351,2014020867,ASSISTENCIA
636,5922,8474052,2015021054,ASSISTENCIA
637,971,8470617,2013020377,ASSISTENCIA
638,6356,8474749,2016021113,GOL
639,11859,8469454,2010020953,GOL
640,1540,8473563,2013020147,GOL
641,8821,8476880,2017021154,GOL
642,53,8467330,2010030235,GOL
643,10803,8460542,2011020509,ASSISTENCIA
