,Unnamed: 0,player_id,nationality,team_id,primaryPosition
3079,386325,8475753,USA,12.0,D
3080,386899,8477496,SWE,12.0,C
3082,387359,8474576,CAN,5.0,LW
3085,387456,8475194,SWE,5.0,D
3087,387469,8477814,CAN,2.0,D
3088,387482,8477832,CAN,14.0,RW
3089,387483,8471474,USA,25.0,C
3090,387496,8475889,CAN,8.0,RW
3091,387501,8474616,CAN,52.0,C
3093,387553,8474743,USA,52.0,D
3097,387686,8475567,CAN,15.0,D
3099,387697,8471220,CZE,1.0,LW
3102,387758,8475309,USA,10.0,RW
3104,387789,8460577,CZE,21.0,RW
3105,387970,8471705,CAN,14.0,D
3108,388039,8475304,CAN,13.0,C
3109,388065,8477816,USA,23.0,LW
3110,388071,8476931,USA,7.0,D
3111,388346,8477499,FIN,7.0,D
3112,388770,8473734,USA,12.0,RW
3116,388854,8470777,CAN,25.0,LW
3117,388859,8475332,SWE,17.0,D
3118,388862,8470896,CAN,5.0,LW
3120,388910,8477666,CHE,18.0,C
3121,388916,8477836,CAN,16.0,LW
3122,388918,8474661,CZE,12.0,D
3123,388997,8475159,SWE,52.0,LW
3125,389009,8473416,CAN,13.0,D
3126,389011,8468745,CAN,14.0,D
3127,389030,8475260,CAN,20.0,C
3130,389082,8470268,RUS,22.0,D
3131,389089,8475752,USA,22.0,C
3133,389280,8475395,USA,4.0,D
3134,389282,8469798,CAN,25.0,D
3135,389284,8475190,CAN,10.0,LW
3136,389287,8473505,CAN,15.0,C
3137,389288,8473616,USA,13.0,RW
3138,389294,8470798,USA,5.0,D
3141,389353,8472365,USA,6.0,RW
3142,389356,8474052,CAN,12.0,LW
3144,389508,8471708,USA,15.0,C
3146,389536,8471912,CAN,18.0,LW
3147,389541,8476835,SWE,18.0,LW
3148,389549,8475893,FIN,18.0,C
3149,389554,8477082,BLR,14.0,D
3150,389557,8476522,CAN,5.0,C
3151,389559,8471312,USA,14.0,RW
3152,389600,8477228,USA,6.0,C
3153,389604,8470704,CAN,6.0,RW
3154,389606,8474035,USA,23.0,LW
3155,389610,8470065,CAN,29.0,C
3157,389625,8471853,CAN,12.0,LW
3158,389634,8474615,CAN,12.0,RW
3159,389636,8476805,CAN,10.0,LW
3161,389638,8474236,CAN,2.0,LW
3162,389643,8476304,CAN,10.0,LW
3163,389648,8475902,USA,6.0,D
3165,389731,8474601,CAN,23.0,D
3166,389739,8476411,CAN,13.0,D
3167,389740,8476450,CAN,17.0,D
3169,389786,8476086,USA,2.0,RW
3170,389789,8476227,USA,1.0,RW
3171,389794,8476435,RUS,6.0,C
3172,389803,8474939,USA,18.0,C
3173,389804,8467543,USA,25.0,C
3174,389904,8470366,CAN,8.0,C
3175,389905,8476437,SWE,12.0,C
3177,390267,8475250,CZE,12.0,C
3179,390395,8476769,USA,5.0,RW
3182,390462,8474793,CAN,53.0,C
3183,390467,8476363,USA,6.0,RW
3184,390474,8477510,CAN,29.0,LW
3187,390517,8477902,SWE,21.0,RW
3188,390587,8474748,CAN,10.0,D
3189,390599,8470152,SWE,10.0,C
3192,390668,8476214,CAN,23.0,LW
3193,390670,8475732,CAN,12.0,D
3194,390680,8475294,FIN,12.0,D
3195,390686,8476495,CAN,6.0,C
3199,390765,8475274,USA,1.0,D
3200,390815,8477070,CAN,15.0,C
3201,390832,8474516,USA,28.0,C
3202,390840,8476478,CAN,10.0,D
3203,390852,8475996,CAN,53.0,C
3204,390864,8475826,CAN,12.0,RW
3205,390867,8476397,USA,12.0,D
3207,390871,8477407,CAN,3.0,LW
3212,391158,8476426,CAN,22.0,D
3213,391162,8475734,USA,22.0,LW
3214,391164,8473415,CAN,23.0,D
3215,391343,8478376,USA,10.0,RW
3217,391356,8476868,USA,53.0,C
3218,391359,8477933,CAN,7.0,C
3219,391690,8477916,HRV,21.0,RW
3221,391705,8476549,RUS,28.0,RW
3222,391710,8475980,CAN,12.0,C
3223,391722,8477887,USA,12.0,C
3224,391758,8477249,USA,22.0,C
3225,391773,8476921,CAN,53.0,LW
3227,392112,8476339,CZE,5.0,C
3228,392114,8476944,CAN,12.0,LW
3229,392124,8477127,BLR,1.0,D
3230,392126,8477410,RUS,22.0,C
3231,392128,8479648,RUS,4.0,LW
3232,392175,8479268,USA,7.0,D
3233,392268,8479755,RUS,7.0,D
3234,392315,8478403,USA,7.0,C
3235,392601,8478542,CAN,7.0,LW
3236,392755,8477488,USA,12.0,D
3237,393059,8478396,USA,12.0,D
3239,393383,8476858,CAN,12.0,LW
3241,393533,8476958,USA,12.0,D
3242,393857,8476971,CAN,24.0,LW
3243,393885,8476873,CAN,20.0,C
3244,394042,8477903,USA,20.0,RW
3245,394222,8477957,RUS,8.0,RW
3247,394259,8478963,CAN,8.0,D
3248,394269,8476352,USA,26.0,LW
3249,394286,8475278,CAN,8.0,C
3252,394396,8477937,CAN,23.0,RW
3253,394606,8477018,CAN,23.0,D
3254,394882,8478444,USA,23.0,RW
3255,395022,8479290,FIN,24.0,C
3256,395041,8478842,RUS,21.0,D
3257,395051,8478421,CAN,21.0,LW
3258,395088,8478928,RUS,5.0,LW
3260,395133,8476902,FIN,25.0,D
3261,395385,8476966,CAN,25.0,C
3263,395465,8477461,CAN,25.0,LW
3265,395571,8476913,CAN,25.0,C
3267,395814,8475343,USA,26.0,C
3270,396016,8478463,CAN,2.0,C
3271,396242,8479206,CAN,2.0,C
3272,396284,8479345,USA,53.0,D
3273,396455,8478432,USA,53.0,RW
3274,396612,8479343,USA,53.0,C
3275,396779,8480222,SWE,2.0,D
3276,396801,8477943,GBR,53.0,LW
3278,397000,8477503,CAN,53.0,LW
3280,397304,8477527,CAN,2.0,LW
3281,397346,8477989,USA,53.0,C
3282,397522,8478445,CAN,2.0,C
3283,397696,8478474,CAN,53.0,LW
3284,397860,8477460,CAN,53.0,C
3285,397895,8478440,CAN,53.0,C
3287,398001,8479483,FRA,1.0,D
3289,398059,8478566,RUS,1.0,C
3290,398180,8478397,SWE,20.0,D
3291,398275,8477938,CAN,12.0,D
3292,398371,8478427,FIN,12.0,RW
3293,398628,8477458,RUS,12.0,LW
3296,398668,8479344,FIN,22.0,RW
3297,398807,8478451,CAN,22.0,D
3298,398825,8476934,CAN,12.0,LW
3299,399080,8476416,CAN,22.0,D
3300,399083,8478585,USA,12.0,C
3302,399322,8477010,CAN,1.0,LW
3305,399402,8479316,USA,30.0,C
3306,399471,8480158,SWE,10.0,D
3307,399519,8475292,CAN,6.0,RW
3308,399546,8479376,CAN,8.0,D
3309,399666,8477810,CAN,8.0,D
3312,399705,8475736,USA,13.0,C
3314,399786,8477453,CAN,21.0,D
3315,399832,8479442,CAN,23.0,D
3316,400050,8477642,RUS,10.0,D
3318,400062,8478454,CAN,8.0,D
3319,400106,8477003,USA,15.0,RW
3320,400109,8474149,RUS,13.0,RW
3321,400316,8477955,CAN,13.0,C
3324,400563,8477346,CAN,13.0,D
3325,400690,8478843,CHE,13.0,C
3326,400838,8479553,RUS,13.0,C
3327,400871,8477452,USA,13.0,D
3328,400931,8477512,CAN,10.0,C
3329,401045,8478233,CAN,20.0,LW
3330,401104,8476924,CZE,17.0,RW
3332,401204,8478562,CZE,20.0,D
3334,401234,8475324,USA,17.0,D
3336,401451,8477511,CAN,17.0,RW
3337,401668,8478075,USA,6.0,LW
3338,401718,8477959,CAN,2.0,RW
3339,401772,8480072,SWE,3.0,C
3340,401821,8476303,USA,3.0,D
3342,401854,8477337,CAN,3.0,D
3343,401887,8480145,USA,3.0,D
3344,401989,8480078,CZE,3.0,C
3345,402073,8478449,FIN,25.0,LW
3346,402144,8477997,RUS,23.0,D
3347,402223,8475210,SWE,23.0,RW
3348,402226,8476200,USA,13.0,RW
3350,402250,8477471,CAN,25.0,D
3351,402262,8478469,CAN,9.0,D
3352,402396,8476396,USA,3.0,C
3353,402407,8478564,FIN,6.0,C
3354,402451,8480144,CZE,16.0,C
3355,402560,8479337,USA,16.0,RW
3356,402724,8480153,SWE,16.0,C
3357,402730,8480172,CZE,16.0,D
3359,402828,8478407,CAN,19.0,D
3360,403002,8479420,USA,19.0,C
3362,403108,8480761,USA,19.0,D
3363,403109,8478106,CAN,16.0,RW
3364,403147,8479595,USA,16.0,D
3365,403151,8477472,SWE,16.0,D
3366,403200,8478146,CAN,16.0,C
3367,403214,8477491,CAN,7.0,RW
3368,403261,8480727,CAN,54.0,D
3369,403262,8478488,CZE,9.0,C
3370,403287,8477479,CAN,17.0,LW
3371,403415,8475982,USA,9.0,D
3373,403423,8476894,CAN,54.0,LW
3377,403549,8478584,CZE,1.0,D
3378,403556,8478495,RUS,25.0,RW
3379,403578,8476982,USA,28.0,C
3381,403603,8476910,CAN,52.0,RW
3382,403611,8477473,USA,7.0,RW
3384,403674,8480015,CAN,13.0,RW
3385,403682,8479511,FIN,12.0,C
3386,403693,8480039,CZE,12.0,C
3387,403701,8477445,CAN,20.0,C
3389,403716,8477427,SWE,10.0,RW
3390,403722,8474131,SWE,53.0,RW
3391,403792,8480157,SWE,10.0,D
3392,403801,8475836,CAN,23.0,C
3393,403802,8479968,USA,3.0,C
3394,403848,8477541,USA,53.0,D
3395,403858,8476766,USA,7.0,LW
3396,403864,8476401,CAN,7.0,C
3398,403876,8479066,CAN,20.0,LW
3399,403887,8477033,SWE,10.0,D
3400,403892,8476425,USA,23.0,C
3401,403905,8478211,CAN,13.0,LW
3402,403947,8477998,CAN,12.0,LW
3403,404041,8478846,CAN,9.0,D
3404,404081,8477981,CAN,12.0,D
3405,404091,8475328,CAN,9.0,C
3406,404094,8474698,CAN,13.0,D
3407,404102,8475263,USA,19.0,C
3409,404117,8478104,CAN,19.0,LW
3410,404175,8476414,CAN,23.0,RW
3411,404184,8477961,CAN,1.0,C
3412,404217,8480087,USA,4.0,C
3413,404219,8478431,RUS,17.0,RW
3414,404235,8478027,SWE,12.0,C
3415,404350,8477466,DNK,24.0,RW
3416,404355,8480762,USA,29.0,LW
3417,404369,8477392,USA,7.0,RW
3418,404391,8479304,USA,7.0,C
3419,404400,8479969,USA,23.0,C
3420,404405,8475597,USA,13.0,RW
3421,404419,8477583,CAN,13.0,C
3422,404420,8476322,USA,13.0,C
3423,404428,8476020,CAN,26.0,C
3424,404430,8477417,SVK,6.0,LW
3425,404467,8478476,CAN,53.0,D
3426,404470,8475782,CAN,8.0,D
3427,404473,8473440,USA,4.0,D
3428,404476,8478447,CAN,53.0,RW
3429,404477,8478268,CAN,9.0,RW
3430,404487,8476526,CAN,1.0,LW
3431,404490,8478371,CAN,17.0,LW
3432,404492,8476418,USA,17.0,D
3433,404511,8477399,CAN,4.0,LW
3434,404522,8479404,FIN,13.0,C
3435,404576,8479249,USA,12.0,C
3436,404578,8478870,LVA,9.0,LW
3437,404614,8475436,CAN,24.0,LW
3439,404622,8480771,USA,26.0,D
3440,404627,8480776,CAN,26.0,RW
3441,404634,8480163,SWE,23.0,D
3442,404635,8477994,CAN,17.0,C
3443,404644,8477041,CAN,7.0,D
3444,404649,8478874,USA,23.0,C
3445,404710,8477085,CAN,23.0,D
3446,404732,8479977,USA,22.0,RW
3447,404758,8479366,USA,9.0,C
3448,404764,8480083,USA,7.0,LW
3449,404777,8479423,CAN,7.0,RW
3450,404796,8477428,CAN,26.0,RW
3451,404798,8478425,CAN,7.0,D
3453,404828,8475756,CAN,13.0,LW
3454,404831,8478176,CAN,17.0,D
3455,404847,8480164,FIN,13.0,LW
3456,404852,8477566,RUS,12.0,LW
3457,404856,8478868,SVK,9.0,D
3458,404919,8480029,CAN,9.0,LW
3459,404929,8476953,CAN,12.0,D
3460,404933,8478480,CAN,1.0,C
3461,404937,8473431,CAN,8.0,C
3462,404943,8477881,CAN,2.0,C
3463,404947,8479650,RUS,54.0,C
3464,404950,8480330,CAN,20.0,RW
3465,404954,8478462,CAN,12.0,C
3466,404963,8477391,USA,7.0,C
3467,404966,8479999,USA,7.0,C
3468,405049,8475291,CAN,15.0,RW
3469,405050,8477449,CAN,20.0,LW
3470,405052,8478365,CAN,4.0,LW
3472,405065,8479613,CAN,24.0,LW
3473,405067,8479252,CAN,17.0,D
3474,405069,8475718,USA,10.0,D
3475,405085,8478430,SWE,20.0,D
3476,405126,8476511,CAN,21.0,C
3477,405127,8478839,FIN,12.0,C
3478,405128,8477091,CAN,23.0,D
3479,405130,8480829,FIN,8.0,C
3480,405209,8480943,RUS,10.0,D
3481,405262,8480944,SWE,10.0,C
3483,405329,8480001,FIN,6.0,D
3484,405331,8479346,CAN,20.0,C
3485,405356,8479976,FIN,20.0,D
3486,405382,8480012,SWE,23.0,C
3487,405453,8480031,CAN,24.0,LW
3488,405463,8480965,FIN,28.0,C
3489,405490,8480748,USA,24.0,RW
3490,405540,8478078,CAN,28.0,C
3491,405553,8480806,SWE,24.0,C
3492,405568,8480160,CZE,28.0,D
3493,405609,8480839,SWE,7.0,D
3494,405691,8480945,FIN,5.0,D
3495,405728,8480830,RUS,12.0,RW
3496,405819,8479353,CAN,3.0,C
3497,405885,8477366,USA,16.0,C
3498,405900,8480801,USA,9.0,LW
3499,405971,8480946,DEU,16.0,C
3500,406053,8479320,CAN,9.0,D
3501,406109,8480035,FIN,16.0,D
3502,406147,8479425,CZE,17.0,D
3503,406193,8478036,SWE,17.0,C
3504,406253,8480161,CZE,17.0,D
3505,406259,8479992,CAN,17.0,C
3506,406321,8479395,CAN,17.0,D
3507,406373,8479385,CAN,19.0,C
3508,406389,8480023,CAN,19.0,C
3509,406480,8480005,FIN,52.0,LW
3510,406487,8480036,FIN,25.0,D
3511,406582,8480950,RUS,53.0,D
3512,406623,8480326,USA,21.0,C
3513,406663,8478844,RUS,4.0,C
3514,406678,8478455,CAN,26.0,LW
3515,406740,8479994,CAN,26.0,C
3516,406745,8480803,CAN,22.0,D
3517,406754,8479644,CAN,26.0,RW
3518,406787,8477996,FIN,13.0,RW
3519,406827,8479657,CAN,16.0,LW
3520,406851,8480955,RUS,13.0,D
3521,406884,8478056,CAN,12.0,C
3522,406906,8480336,CAN,26.0,D
3523,406945,8478442,USA,22.0,C
3524,406951,8478468,CAN,6.0,D
3525,406967,8480948,RUS,1.0,D
3526,406992,8478465,CAN,23.0,D
3527,407001,8477979,CAN,4.0,RW
3528,407011,8478881,CAN,1.0,LW
3529,407062,8479675,USA,10.0,LW
3530,407094,8478399,CHE,15.0,D
3531,407124,8479416,USA,25.0,D
3532,407130,8480208,USA,9.0,RW
3533,407150,8477365,USA,6.0,D
3534,407187,8479945,USA,25.0,D
3535,407207,8479466,DNK,22.0,RW
3536,407213,8479372,CAN,24.0,D
3537,407230,8480780,CZE,28.0,C
3538,407273,8480935,SWE,7.0,D
3539,407306,8479364,USA,3.0,LW
3540,407310,8479402,CAN,12.0,D
3541,407312,8478409,CAN,18.0,C
3542,407314,8478856,USA,53.0,RW
3543,407362,8477357,FIN,12.0,RW
3544,407405,8478047,CAN,53.0,LW
3545,407410,8479447,USA,13.0,RW
3546,407411,8478452,USA,22.0,D
3547,407428,8477963,CAN,13.0,C
3548,407470,8477343,CAN,15.0,D
3549,407474,8478038,CAN,2.0,D
3550,407531,8480954,SWE,16.0,C
3551,407534,8481186,USA,21.0,RW
3552,407539,8479970,USA,22.0,C
3553,407554,8478136,CAN,28.0,D
3554,407557,8476907,USA,19.0,LW
3555,407586,8478831,SWE,29.0,C
3556,407590,8478949,USA,29.0,RW
3557,407592,8479324,USA,3.0,D
3558,407597,8477384,CAN,13.0,D
3559,407634,8479414,CAN,1.0,RW
3560,407641,8476278,USA,18.0,C
3561,407647,8479365,USA,6.0,C
3562,407662,8479026,CAN,4.0,D
3563,407684,8479772,CAN,23.0,C
3564,407688,8480901,USA,6.0,C
3565,407707,8480769,USA,25.0,C
3566,407725,8478911,USA,26.0,D
3567,407750,8477680,CAN,22.0,RW
3568,407771,8480821,CZE,17.0,RW
3569,407780,8479388,CAN,13.0,D
3570,407781,8479333,CZE,3.0,D
3571,407787,8479330,CAN,1.0,C
3572,407788,8479336,SWE,26.0,RW
3573,407803,8470705,CAN,9.0,C
3574,407808,8471634,USA,9.0,RW
3576,407933,8466212,CAN,9.0,RW
3577,407957,8471368,CHE,9.0,RW
3578,407964,8469670,SVK,9.0,RW
3580,407992,8468789,CAN,25.0,C
3582,408027,8467519,LVA,25.0,D
3583,408101,8468506,CAN,25.0,C
3584,408152,8469584,CAN,23.0,C
3585,408159,8460533,CAN,19.0,C
3586,408167,8474762,CAN,19.0,LW
3587,408174,8471692,CAN,23.0,D
3588,408178,8462118,CAN,6.0,C
3589,408203,8467915,CAN,17.0,D
3592,408253,8467927,USA,5.0,D
3593,408258,8460502,CAN,18.0,RW
3594,408273,8467579,CAN,2.0,LW
3595,408315,8469684,SVK,2.0,D
3596,408426,8473501,CAN,2.0,D
3597,408447,8474731,CAN,2.0,C
3598,408455,8474063,CAN,2.0,D
3599,408466,8468500,RUS,3.0,LW
3600,408509,8471753,USA,19.0,C
3601,408522,8466181,SWE,29.0,LW
3602,408563,8460567,USA,29.0,RW
3603,408616,8470737,USA,5.0,LW
3605,408627,8474220,CAN,12.0,RW
3606,408666,8473999,USA,1.0,RW
3608,408747,8466216,CAN,1.0,C
3609,408812,8466035,RUS,12.0,LW
3611,408890,8472355,CAN,1.0,C
3613,409016,8474557,FIN,1.0,D
3614,409064,8460580,CAN,25.0,D
3615,409069,8470661,CAN,22.0,LW
3617,409126,8470687,CAN,22.0,RW
3619,409159,8460555,CAN,22.0,D
3620,409202,8471689,CAN,22.0,C
3622,409232,8470986,CAN,10.0,C
3624,409315,8471187,USA,10.0,D
3626,409386,8469464,SWE,10.0,LW
3627,409452,8467943,FIN,24.0,LW
3629,409594,8467466,CAN,26.0,RW
3631,409649,8474139,CAN,24.0,C
3632,409678,8460504,CAN,26.0,LW
3634,409743,8474566,RUS,9.0,LW
3636,409775,8470649,USA,12.0,C
3639,409829,8471697,SWE,11.0,RW
3642,409912,8460556,SWE,11.0,LW
3644,409952,8469647,CAN,3.0,LW
3645,409974,8469505,USA,11.0,D
3646,409976,8466392,CAN,3.0,C
3647,409994,8470578,USA,11.0,D
3648,410010,8471324,CAN,22.0,LW
3649,410055,8468887,CAN,30.0,C
3650,410124,8473605,RUS,1.0,LW
3651,410142,8471508,CAN,1.0,D
3652,410161,8458541,CAN,20.0,D
3654,410265,8465026,USA,7.0,RW
3655,410267,8470680,USA,9.0,C
3657,410277,8471978,CAN,52.0,D
3659,410283,8471694,CAN,52.0,LW
3661,410303,8472379,USA,52.0,C
3663,410411,8473493,CAN,24.0,C
3666,410438,8470780,CAN,52.0,D
3667,410471,8474128,SVK,22.0,C
3668,410472,8474575,CAN,22.0,D
3669,410496,8456283,CAN,21.0,D
3670,410543,8470623,CAN,21.0,D
3672,410552,8474730,NOR,21.0,D
3673,410591,8470697,CAN,21.0,C
3675,410695,8468626,CZE,21.0,LW
3676,410730,8474587,CAN,20.0,RW
3677,410745,8467502,CZE,20.0,RW
3678,410771,8470580,USA,30.0,RW
3679,410810,8470988,CAN,12.0,D
3681,410814,8474042,CAN,30.0,C
3682,410832,8459004,CAN,29.0,D
3684,410869,8471413,CAN,14.0,D
3685,410879,8474085,SWE,14.0,LW
3686,410889,8474592,USA,19.0,C
3687,410905,8468881,CAN,52.0,LW
3688,410918,8470136,CAN,19.0,D
3689,410927,8471310,CAN,8.0,C
3690,410937,8472262,USA,20.0,D
3692,410957,8471399,USA,30.0,LW
3693,410963,8471238,USA,2.0,C
3695,411026,8470651,CAN,2.0,C
3696,411042,8470072,CZE,27.0,RW
3697,411053,8470708,CAN,23.0,RW
3699,411075,8462093,CAN,23.0,LW
3700,411091,8473444,CAN,12.0,C
3702,411105,8471868,CAN,29.0,LW
3703,411146,8475104,CAN,14.0,D
3705,411153,8476225,CAN,21.0,LW
3706,411155,8470741,CAN,11.0,LW
3708,411168,8455919,USA,20.0,C
3709,411186,8474153,CZE,13.0,RW
3710,411234,8472361,USA,13.0,RW
3711,411265,8474146,CAN,11.0,RW
3713,411288,8470086,USA,13.0,D
3714,411315,8474222,CAN,30.0,D
3715,411320,8473997,CAN,10.0,LW
3716,411327,8474029,USA,19.0,D
3717,411332,8473511,CAN,30.0,C
3718,411339,8471696,USA,10.0,D
3719,411350,8471941,CAN,23.0,RW
3721,411358,8475372,SWE,8.0,C
3722,411373,8465024,CAN,2.0,LW
3723,411407,8470113,USA,26.0,RW
3724,411411,8470656,CAN,21.0,D
3725,411416,8468502,USA,9.0,D
3726,411441,8471628,CAN,23.0,C
3727,411450,8469564,CAN,22.0,D
3728,411453,8458361,USA,2.0,C
3729,411471,8458943,CAN,13.0,LW
3731,411536,8470005,USA,13.0,C
3732,411542,8474383,USA,15.0,RW
3733,411545,8470787,CAN,30.0,D
3734,411550,8458520,SWE,21.0,C
3735,411552,8470605,USA,13.0,RW
3736,411555,8468599,USA,15.0,D
3737,411562,8471730,CAN,21.0,C
3739,411566,8475087,USA,10.0,C
3740,411572,8468432,CAN,13.0,C
3741,411601,8475679,USA,30.0,C
3742,411607,8469672,CAN,24.0,LW
3743,411619,8469582,USA,7.0,LW
3744,411624,8468086,CAN,22.0,LW
3746,411641,8467937,CAN,10.0,C
3747,411649,8470301,BHS,3.0,C
3748,411658,8470321,USA,13.0,LW
3750,411668,8475102,USA,7.0,C
3751,411671,8473456,USA,2.0,RW
3752,411678,8470203,USA,21.0,LW
3753,411708,8471846,CAN,30.0,D
3754,411711,8476224,CAN,30.0,D
3755,411712,8474195,RUS,29.0,LW
3756,411728,8473898,CAN,7.0,C
3757,411737,8474046,CAN,22.0,D
3758,411743,8470648,CAN,20.0,LW
3759,411759,8474693,CZE,29.0,RW
3760,411771,8475641,CAN,8.0,D
3761,411774,8469516,CAN,3.0,D
3762,411775,8467906,SWE,23.0,RW
3763,411780,8469120,LVA,20.0,LW
3764,411782,8471863,SVK,23.0,C
3765,411786,8475677,SWE,18.0,LW
3766,411790,8471848,RUS,11.0,D
3767,411795,8467335,CAN,24.0,C
3768,411800,8471728,CAN,3.0,LW
3769,411802,8468499,CAN,20.0,C
3770,411816,8476208,USA,2.0,D
3771,411819,8471429,CAN,1.0,D
3772,411824,8470809,CAN,3.0,RW
3773,411826,8473539,USA,5.0,D
3774,411827,8474585,CAN,30.0,D
3775,411828,8471786,USA,21.0,D
3776,411830,8474154,SWE,18.0,RW
3777,411833,8475990,CAN,2.0,D
3778,411834,8471265,CAN,25.0,RW
3779,411835,8474691,CAN,22.0,LW
3780,411838,8475173,CAN,25.0,RW
3781,411840,8475950,DEU,10.0,C
3782,411845,8465113,CAN,15.0,RW
3783,411847,8474143,USA,18.0,LW
3784,411848,8468584,USA,30.0,RW
3785,411851,8474500,USA,7.0,LW
3786,411853,8470838,CAN,29.0,C
3787,411856,8473611,USA,2.0,D
3788,411857,8475219,CAN,30.0,LW
3789,411859,8478841,CAN,1.0,D
3790,411862,8480800,USA,23.0,D
3791,411867,8481425,CAN,23.0,D
3792,411868,8480314,CAN,9.0,RW
3793,411880,8481433,CAN,17.0,LW
3794,411890,8481426,CAN,17.0,LW
3795,411902,8481442,CAN,13.0,D
3796,411903,8477972,USA,1.0,D
3797,411906,8479514,CAN,18.0,C
3798,411908,8478840,USA,7.0,D
3799,411912,8478109,SWE,7.0,LW
3800,411918,8479371,CAN,18.0,D
3801,411928,8477865,USA,17.0,D
3802,411934,8480068,USA,8.0,C
3803,411935,8481477,DEU,30.0,C
3804,411939,8478502,USA,16.0,D
3805,411940,8481479,USA,23.0,D
3806,411942,8481486,USA,54.0,D
3807,411943,8480074,FRA,29.0,C
3808,411955,8478017,CAN,4.0,D
3809,411958,8478882,RUS,29.0,D
3810,411961,8480069,CAN,21.0,D
